date,weather_code,temp_max,temp_min,weather
2023-09-12,0,28.8,13.7,Sunny
2023-09-13,3,30.6,15.1,Sunny
2023-09-14,3,31.1,16.2,Sunny
2023-09-15,53,27.4,19.4,Rainy
2023-09-16,63,24.0,18.2,Rainy
2023-09-17,3,25.4,17.0,Sunny
2023-09-18,1,25.1,13.9,Partly Cloudy
2023-09-19,3,24.7,12.1,Sunny
2023-09-20,3,26.0,15.3,Sunny
2023-09-21,3,28.1,14.8,Sunny
2023-09-22,3,29.3,16.7,Sunny
2023-09-23,2,31.4,17.0,Partly Cloudy
2023-09-24,3,30.4,18.5,Sunny
2023-09-25,3,27.4,18.4,Sunny
2023-09-26,3,27.6,17.9,Sunny
2023-09-27,3,26.7,17.9,Sunny
2023-09-28,2,26.6,16.4,Partly Cloudy
2023-09-29,1,27.4,16.0,Partly Cloudy
2023-09-30,3,27.0,16.4,Sunny
2023-10-01,3,25.8,14.8,Sunny
2023-10-02,61,20.9,14.0,Rainy
2023-10-03,2,22.1,9.4,Partly Cloudy
2023-10-04,3,25.4,10.1,Sunny
2023-10-05,3,23.8,15.5,Sunny
2023-10-06,51,23.2,12.6,Rainy
2023-10-07,3,23.3,10.8,Sunny
2023-10-08,53,26.4,11.8,Rainy
2023-10-09,53,16.1,8.2,Rainy
2023-10-10,3,18.0,8.2,Sunny
2023-10-11,2,18.2,5.9,Partly Cloudy
2023-10-12,0,21.6,7.6,Sunny
2023-10-13,3,23.2,10.9,Sunny
2023-10-14,3,25.1,10.2,Sunny
2023-10-15,3,24.9,11.2,Sunny
2023-10-16,61,18.5,8.0,Rainy
2023-10-17,3,15.6,4.4,Sunny
2023-10-18,51,17.0,7.7,Rainy
2023-10-19,3,18.7,6.2,Sunny
2023-10-20,3,23.5,7.8,Sunny
2023-10-21,3,28.2,11.1,Sunny
2023-10-22,3,27.1,13.1,Sunny
2023-10-23,3,24.2,11.5,Sunny
2023-10-24,3,22.3,10.4,Sunny
2023-10-25,53,24.8,11.7,Rainy
2023-10-26,53,23.4,13.7,Rainy
2023-10-27,3,23.0,12.6,Sunny
2023-10-28,51,22.7,13.6,Rainy
2023-10-29,3,22.3,9.5,Sunny
2023-10-30,0,23.2,9.8,Sunny
2023-10-31,3,23.2,9.6,Sunny
2023-11-01,51,20.4,9.9,Rainy
2023-11-02,3,16.1,9.4,Sunny
2023-11-03,3,19.7,9.4,Sunny
2023-11-04,65,16.3,12.3,Rainy
2023-11-05,51,19.2,9.1,Rainy
2023-11-06,51,19.7,10.8,Rainy
2023-11-07,3,19.3,6.9,Sunny
2023-11-08,51,16.1,6.9,Rainy
2023-11-09,1,13.6,4.6,Partly Cloudy
2023-11-10,3,15.9,2.9,Sunny
2023-11-11,61,14.6,7.7,Rainy
2023-11-12,3,12.8,6.1,Sunny
2023-11-13,3,12.0,1.0,Sunny
2023-11-14,51,16.3,4.3,Rainy
2023-11-15,51,13.7,9.0,Rainy
2023-11-16,3,15.3,6.9,Sunny
2023-11-17,3,10.5,1.9,Sunny
2023-11-18,73,8.0,2.3,Snowy
2023-11-19,53,9.8,1.5,Rainy
2023-11-20,3,11.2,-2.7,Sunny
2023-11-21,3,13.4,3.5,Sunny
2023-11-22,55,8.7,5.8,Rainy
2023-11-23,3,7.1,1.1,Sunny
2023-11-24,53,12.7,3.4,Rainy
2023-11-25,73,8.3,2.2,Snowy
2023-11-26,75,4.9,0.6,Snowy
2023-11-27,3,5.3,-1.6,Sunny
2023-11-28,61,6.3,-1.9,Rainy
2023-11-29,51,8.6,1.4,Rainy
2023-11-30,3,4.7,-3.6,Sunny
2023-12-01,3,10.4,-1.6,Sunny
2023-12-02,3,14.5,3.1,Sunny
2023-12-03,61,13.0,3.7,Rainy
2023-12-04,3,4.2,-1.0,Sunny
2023-12-05,51,3.3,-2.7,Rainy
2023-12-06,53,8.1,3.1,Rainy
2023-12-07,73,4.4,-0.3,Snowy
2023-12-08,71,2.6,-0.5,Snowy
2023-12-09,3,3.8,-1.0,Sunny
2023-12-10,3,3.9,-1.9,Sunny
2023-12-11,3,3.7,-2.1,Sunny
2023-12-12,51,8.4,-1.4,Rainy
2023-12-13,53,7.5,-0.8,Rainy
2023-12-14,51,11.1,1.1,Rainy
2023-12-15,53,6.6,3.2,Rainy
2023-12-16,51,4.8,-0.2,Rainy
2023-12-17,3,5.4,-1.5,Sunny
2023-12-18,3,7.6,-0.8,Sunny
2023-12-19,0,9.0,-1.7,Sunny
2023-12-20,51,8.9,-0.5,Rainy
2023-12-21,3,7.6,-1.1,Sunny
2023-12-22,3,8.4,-1.2,Sunny
2023-12-23,51,7.3,3.1,Rainy
2023-12-24,3,10.1,-1.4,Sunny
2023-12-25,3,16.6,5.5,Sunny
2023-12-26,3,14.9,7.2,Sunny
2023-12-27,2,14.1,4.4,Partly Cloudy
2023-12-28,1,9.9,-0.3,Partly Cloudy
2023-12-29,3,10.8,2.1,Sunny
2023-12-30,3,10.1,1.4,Sunny
2023-12-31,3,11.1,0.3,Sunny
2024-01-01,3,10.4,-1.6,Sunny
2024-01-02,51,9.2,2.8,Rainy
2024-01-03,53,8.6,0.7,Rainy
2024-01-04,3,12.4,5.3,Sunny
2024-01-05,3,13.6,5.7,Sunny
2024-01-06,3,11.8,1.3,Sunny
2024-01-07,61,9.6,4.7,Rainy
2024-01-08,71,4.5,-4.6,Snowy
2024-01-09,71,-3.4,-5.4,Snowy
2024-01-10,3,1.7,-6.3,Sunny
2024-01-11,3,3.2,-6.4,Sunny
2024-01-12,73,1.8,-5.3,Snowy
2024-01-13,3,2.4,-4.3,Sunny
2024-01-14,3,5.0,-5.1,Sunny
2024-01-15,3,7.7,-3.0,Sunny
2024-01-16,3,7.5,-2.3,Sunny
2024-01-17,3,5.7,-5.2,Sunny
2024-01-18,3,9.6,-1.9,Sunny
2024-01-19,61,13.2,3.0,Rainy
2024-01-20,75,4.1,-2.9,Snowy
2024-01-21,3,-2.0,-7.7,Sunny
2024-01-22,3,-3.5,-6.5,Sunny
2024-01-23,3,-3.5,-6.9,Sunny
2024-01-24,3,0.7,-9.2,Sunny
2024-01-25,3,5.1,-4.2,Sunny
2024-01-26,3,8.8,-1.7,Sunny
2024-01-27,73,4.7,-3.1,Snowy
2024-01-28,71,3.8,-2.7,Snowy
2024-01-29,3,4.4,-3.9,Sunny
2024-01-30,0,4.2,-3.2,Sunny
2024-01-31,0,6.7,-3.3,Sunny
2024-02-01,2,7.5,-3.4,Partly Cloudy
2024-02-02,51,6.3,-3.1,Rainy
2024-02-03,3,8.1,-1.4,Sunny
2024-02-04,3,11.9,0.3,Sunny
2024-02-05,3,17.8,5.5,Sunny
2024-02-06,3,18.8,8.6,Sunny
2024-02-07,3,17.4,6.3,Sunny
2024-02-08,3,16.5,6.9,Sunny
2024-02-09,3,16.3,5.6,Sunny
2024-02-10,3,16.4,5.5,Sunny
2024-02-11,3,18.7,7.4,Sunny
2024-02-12,63,16.4,8.1,Rainy
2024-02-13,55,11.6,5.5,Rainy
2024-02-14,51,10.5,3.9,Rainy
2024-02-15,3,11.2,1.6,Sunny
2024-02-16,3,11.0,2.3,Sunny
2024-02-17,3,8.6,1.3,Sunny
2024-02-18,51,9.1,0.7,Rainy
2024-02-19,3,8.3,2.6,Sunny
2024-02-20,3,11.4,-1.5,Sunny
2024-02-21,63,10.6,2.2,Rainy
2024-02-22,51,11.9,1.5,Rainy
2024-02-23,3,16.2,2.7,Sunny
2024-02-24,3,19.7,3.8,Sunny
2024-02-25,51,13.1,6.0,Rainy
2024-02-26,3,17.1,6.3,Sunny
2024-02-27,3,13.4,3.4,Sunny
2024-02-28,3,11.9,2.3,Sunny
2024-02-29,3,14.9,4.1,Sunny
2024-03-01,3,11.0,4.3,Sunny
2024-03-02,3,11.6,5.8,Sunny
2024-03-03,3,11.6,2.1,Sunny
2024-03-04,3,14.6,2.2,Sunny
2024-03-05,3,11.1,4.2,Sunny
2024-03-06,3,9.5,3.5,Sunny
2024-03-07,3,9.8,3.5,Sunny
2024-03-08,51,7.3,1.9,Rainy
2024-03-09,3,11.1,0.8,Sunny
2024-03-10,3,14.5,-1.0,Sunny
2024-03-11,53,15.1,4.1,Rainy
2024-03-12,53,12.1,5.8,Rainy
2024-03-13,61,10.4,5.6,Rainy
2024-03-14,53,8.2,4.3,Rainy
2024-03-15,53,8.6,3.7,Rainy
2024-03-16,3,12.7,2.2,Sunny
2024-03-17,3,15.7,1.2,Sunny
2024-03-18,51,12.8,4.9,Rainy
2024-03-19,51,5.9,-0.3,Rainy
2024-03-20,51,11.2,-1.6,Rainy
2024-03-21,75,10.0,0.8,Snowy
2024-03-22,3,12.0,0.8,Sunny
2024-03-23,0,16.9,2.8,Sunny
2024-03-24,51,19.6,4.2,Rainy
2024-03-25,63,11.1,4.4,Rainy
2024-03-26,3,14.7,1.6,Sunny
2024-03-27,51,16.2,5.8,Rainy
2024-03-28,3,19.5,6.9,Sunny
2024-03-29,3,22.3,9.1,Sunny
2024-03-30,3,24.2,9.2,Sunny
2024-03-31,3,25.8,9.1,Sunny
2024-04-01,3,26.6,10.0,Sunny
2024-04-02,3,21.4,11.7,Sunny
2024-04-03,3,19.6,7.4,Sunny
2024-04-04,3,20.3,9.2,Sunny
2024-04-05,3,20.9,7.9,Sunny
2024-04-06,51,22.1,9.1,Rainy
2024-04-07,53,20.9,11.4,Rainy
2024-04-08,0,21.4,8.5,Sunny
2024-04-09,3,22.3,9.4,Sunny
2024-04-10,0,22.3,7.3,Sunny
2024-04-11,1,25.6,8.1,Partly Cloudy
2024-04-12,1,24.0,13.1,Partly Cloudy
2024-04-13,51,23.8,13.1,Rainy
2024-04-14,3,25.3,11.4,Sunny
2024-04-15,3,27.7,12.5,Sunny
2024-04-16,3,27.3,16.4,Sunny
2024-04-17,63,20.3,10.3,Rainy
2024-04-18,61,15.1,7.7,Rainy
2024-04-19,51,14.4,4.9,Rainy
2024-04-20,53,15.4,5.3,Rainy
2024-04-21,51,17.5,6.9,Rainy
2024-04-22,63,13.9,8.8,Rainy
2024-04-23,61,13.4,6.6,Rainy
2024-04-24,53,19.3,9.0,Rainy
2024-04-25,63,17.1,10.0,Rainy
2024-04-26,53,16.9,7.8,Rainy
2024-04-27,51,19.8,7.8,Rainy
2024-04-28,2,21.6,9.1,Partly Cloudy
2024-04-29,61,21.3,10.2,Rainy
2024-04-30,63,19.7,12.5,Rainy
2024-05-01,3,20.3,11.2,Sunny
2024-05-02,53,17.5,11.3,Rainy
2024-05-03,61,18.1,11.9,Rainy
2024-05-04,51,21.1,10.4,Rainy
2024-05-05,3,20.7,7.0,Sunny
2024-05-06,3,24.5,9.7,Sunny
2024-05-07,51,26.3,12.6,Rainy
2024-05-08,53,21.3,15.0,Rainy
2024-05-09,55,16.8,12.1,Rainy
2024-05-10,3,20.1,9.7,Sunny
2024-05-11,3,21.3,8.2,Sunny
2024-05-12,53,18.4,10.9,Rainy
2024-05-13,51,17.2,8.4,Rainy
2024-05-14,55,18.3,7.7,Rainy
2024-05-15,3,18.1,8.2,Sunny
2024-05-16,3,19.2,7.6,Sunny
2024-05-17,51,17.6,11.1,Rainy
2024-05-18,3,21.1,9.9,Sunny
2024-05-19,53,19.7,11.5,Rainy
2024-05-20,51,21.7,11.1,Rainy
2024-05-21,3,24.6,10.9,Sunny
2024-05-22,51,23.4,12.8,Rainy
2024-05-23,53,22.9,13.4,Rainy
2024-05-24,3,27.0,12.6,Sunny
2024-05-25,3,26.3,15.5,Sunny
2024-05-26,1,25.2,13.0,Partly Cloudy
2024-05-27,53,21.3,11.0,Rainy
2024-05-28,63,20.5,12.8,Rainy
2024-05-29,61,20.6,12.2,Rainy
2024-05-30,51,23.4,13.0,Rainy
2024-05-31,51,27.8,14.7,Rainy
2024-06-01,3,30.0,16.8,Sunny
2024-06-02,3,30.7,19.3,Sunny
2024-06-03,55,31.9,16.5,Rainy
2024-06-04,51,28.7,18.2,Rainy
2024-06-05,3,30.2,17.7,Sunny
2024-06-06,51,29.3,17.9,Rainy
2024-06-07,2,30.9,17.4,Partly Cloudy
2024-06-08,55,30.5,19.7,Rainy
2024-06-09,3,33.4,18.1,Sunny
2024-06-10,3,34.6,20.6,Sunny
2024-06-11,3,34.6,20.0,Sunny
2024-06-12,3,31.2,19.7,Sunny
2024-06-13,63,32.3,19.6,Rainy
2024-06-14,61,25.6,18.1,Rainy
2024-06-15,51,26.6,15.8,Rainy
2024-06-16,1,29.4,17.0,Partly Cloudy
2024-06-17,2,31.6,17.9,Partly Cloudy
2024-06-18,51,32.2,21.9,Rainy
2024-06-19,2,33.8,20.7,Partly Cloudy
2024-06-20,3,36.1,20.5,Sunny
2024-06-21,3,30.9,20.7,Sunny
2024-06-22,3,32.0,19.7,Sunny
2024-06-23,3,32.9,18.5,Sunny
2024-06-24,51,32.6,21.3,Rainy
2024-06-25,51,31.4,20.5,Rainy
2024-06-26,3,32.1,20.8,Sunny
2024-06-27,3,30.5,20.3,Sunny
2024-06-28,1,30.7,17.2,Partly Cloudy
2024-06-29,3,32.3,19.8,Sunny
2024-06-30,1,33.7,19.2,Partly Cloudy
2024-07-01,3,34.5,20.7,Sunny
2024-07-02,3,35.9,20.8,Sunny
2024-07-03,63,26.7,19.5,Rainy
2024-07-04,3,26.7,17.3,Sunny
2024-07-05,3,30.0,18.1,Sunny
2024-07-06,3,31.9,20.4,Sunny
2024-07-07,0,33.3,19.7,Sunny
2024-07-08,3,34.3,19.8,Sunny
2024-07-09,3,35.8,21.4,Sunny
2024-07-10,3,36.3,24.1,Sunny
2024-07-11,3,36.7,23.9,Sunny
2024-07-12,3,38.0,20.9,Sunny
2024-07-13,3,37.9,23.5,Sunny
2024-07-14,1,38.0,23.4,Partly Cloudy
2024-07-15,3,38.2,22.3,Sunny
2024-07-16,51,38.7,25.2,Rainy
2024-07-17,2,38.9,23.6,Partly Cloudy
2024-07-18,53,37.3,26.2,Rainy
2024-07-19,65,34.6,24.1,Rainy
2024-07-20,3,34.4,24.2,Sunny
2024-07-21,61,30.6,21.9,Rainy
2024-07-22,51,30.3,20.4,Rainy
2024-07-23,61,31.1,21.0,Rainy
2024-07-24,51,31.5,22.3,Rainy
2024-07-25,53,27.8,19.9,Rainy
2024-07-26,55,28.8,17.5,Rainy
2024-07-27,3,30.7,18.4,Sunny
2024-07-28,0,33.9,20.0,Sunny
2024-07-29,2,33.0,21.0,Partly Cloudy
2024-07-30,3,31.3,21.9,Sunny
2024-07-31,1,30.8,20.0,Partly Cloudy
2024-08-01,3,34.0,19.3,Sunny
2024-08-02,3,35.7,20.4,Sunny
2024-08-03,51,35.1,23.0,Rainy
2024-08-04,53,27.7,21.7,Rainy
2024-08-05,3,29.6,20.0,Sunny
2024-08-06,61,27.1,18.6,Rainy
2024-08-07,3,28.4,15.9,Sunny
2024-08-08,2,31.5,18.3,Partly Cloudy
2024-08-09,53,33.8,19.7,Rainy
2024-08-10,61,30.1,19.1,Rainy
2024-08-11,2,33.0,20.3,Partly Cloudy
2024-08-12,2,33.9,21.5,Partly Cloudy
2024-08-13,2,35.7,21.2,Partly Cloudy
2024-08-14,3,35.5,23.3,Sunny
2024-08-15,3,36.0,22.3,Sunny
2024-08-16,3,35.5,22.1,Sunny
2024-08-17,53,35.1,21.6,Rainy
2024-08-18,3,33.3,21.3,Sunny
2024-08-19,0,33.7,20.3,Sunny
2024-08-20,3,34.5,21.2,Sunny
2024-08-21,3,34.3,20.2,Sunny
2024-08-22,2,34.9,20.9,Partly Cloudy
2024-08-23,3,32.7,22.8,Sunny
2024-08-24,2,33.6,22.4,Partly Cloudy
2024-08-25,2,35.0,21.1,Partly Cloudy
2024-08-26,3,35.2,22.1,Sunny
2024-08-27,3,32.6,21.3,Sunny
2024-08-28,63,28.5,18.9,Rainy
2024-08-29,61,27.1,20.9,Rainy
2024-08-30,61,28.6,18.2,Rainy
2024-08-31,51,30.4,19.5,Rainy
2024-09-01,51,30.5,19.9,Rainy
2024-09-02,51,31.2,17.8,Rainy
2024-09-03,3,33.9,18.9,Sunny
2024-09-04,3,30.3,21.2,Sunny
2024-09-05,3,30.5,16.7,Sunny
2024-09-06,3,28.4,16.1,Sunny
2024-09-07,3,28.4,19.0,Sunny
2024-09-08,0,28.0,16.0,Sunny
2024-09-09,3,28.5,13.8,Sunny
2024-09-10,61,28.7,18.7,Rainy
2024-09-11,63,21.7,18.0,Rainy
2024-09-12,61,25.9,17.0,Rainy
2024-09-13,51,28.6,15.2,Rainy
2024-09-14,61,22.7,14.7,Rainy
2024-09-15,3,20.4,10.3,Sunny
2024-09-16,3,20.4,12.2,Sunny
2024-09-17,3,22.6,10.2,Sunny
2024-09-18,51,23.6,14.5,Rainy
2024-09-19,53,19.6,11.5,Rainy
2024-09-20,3,22.4,14.1,Sunny
2024-09-21,2,24.6,11.6,Partly Cloudy
2024-09-22,3,24.8,13.5,Sunny
2024-09-23,0,26.1,12.8,Sunny
2024-09-24,3,27.0,12.0,Sunny
2024-09-25,51,27.3,14.4,Rainy
2024-09-26,51,27.7,16.6,Rainy
2024-09-27,1,30.3,15.2,Partly Cloudy
2024-09-28,0,29.3,15.7,Sunny
2024-09-29,63,22.0,14.6,Rainy
2024-09-30,53,16.4,12.4,Rainy
2024-10-01,51,19.7,11.6,Rainy
2024-10-02,3,19.5,8.4,Sunny
2024-10-03,3,24.0,9.2,Sunny
2024-10-04,3,25.8,13.1,Sunny
2024-10-05,51,26.4,16.1,Rainy
2024-10-06,63,21.2,14.9,Rainy
2024-10-07,51,20.7,10.6,Rainy
2024-10-08,3,21.8,9.8,Sunny
2024-10-09,3,23.3,9.2,Sunny
2024-10-10,2,25.7,13.3,Partly Cloudy
2024-10-11,51,27.2,13.5,Rainy
2024-10-12,53,18.8,14.0,Rainy
2024-10-13,51,19.8,11.0,Rainy
2024-10-14,3,22.9,11.3,Sunny
2024-10-15,3,19.6,8.0,Sunny
2024-10-16,3,16.5,10.1,Sunny
2024-10-17,3,14.3,6.5,Sunny
2024-10-18,0,13.2,2.9,Sunny
2024-10-19,3,13.7,3.4,Sunny
2024-10-20,0,13.5,2.2,Sunny
2024-10-21,3,15.1,1.6,Sunny
2024-10-22,0,17.5,2.3,Sunny
2024-10-23,1,19.5,3.4,Partly Cloudy
2024-10-24,3,17.1,7.9,Sunny
2024-10-25,1,16.3,4.0,Partly Cloudy
2024-10-26,3,18.3,3.5,Sunny
2024-10-27,3,19.2,2.6,Sunny
2024-10-28,3,21.1,8.4,Sunny
2024-10-29,3,19.1,9.2,Sunny
2024-10-30,3,18.5,5.8,Sunny
2024-10-31,3,20.7,8.1,Sunny
2024-11-01,3,20.1,8.6,Sunny
2024-11-02,3,20.1,8.1,Sunny
2024-11-03,3,12.7,4.8,Sunny
2024-11-04,3,14.6,2.6,Sunny
2024-11-05,0,10.3,2.5,Sunny
2024-11-06,0,12.2,-1.8,Sunny
2024-11-07,0,14.1,-2.9,Sunny
2024-11-08,1,14.9,-1.6,Partly Cloudy
2024-11-09,3,9.0,3.3,Sunny
2024-11-10,73,6.9,3.7,Snowy
2024-11-11,73,6.6,3.3,Snowy
2024-11-12,73,3.9,1.4,Snowy
2024-11-13,53,5.2,2.5,Rainy
2024-11-14,53,6.5,2.5,Rainy
2024-11-15,3,7.5,1.7,Sunny
2024-11-16,3,8.0,-0.9,Sunny
2024-11-17,0,8.0,-0.7,Sunny
2024-11-18,3,7.8,-0.6,Sunny
2024-11-19,3,8.7,-0.9,Sunny
2024-11-20,3,13.4,-0.2,Sunny
2024-11-21,61,10.8,1.3,Rainy
2024-11-22,55,9.4,-0.7,Rainy
2024-11-23,55,6.4,0.0,Rainy
2024-11-24,3,5.7,-2.5,Sunny
2024-11-25,3,6.9,-0.1,Sunny
2024-11-26,3,8.1,-0.8,Sunny
2024-11-27,3,7.3,-1.2,Sunny
2024-11-28,51,7.7,0.7,Rainy
2024-11-29,55,7.4,1.0,Rainy
2024-11-30,55,8.2,4.2,Rainy
2024-12-01,3,6.3,3.5,Sunny
2024-12-02,51,5.9,3.0,Rainy
2024-12-03,3,6.7,2.0,Sunny
2024-12-04,51,5.7,3.2,Rainy
2024-12-05,51,4.7,1.6,Rainy
2024-12-06,53,3.5,1.4,Rainy
2024-12-07,61,6.8,2.7,Rainy
2024-12-08,61,7.0,3.2,Rainy
2024-12-09,61,9.9,4.4,Rainy
2024-12-10,51,6.0,2.8,Rainy
2024-12-11,51,7.2,3.4,Rainy
2024-12-12,3,7.0,0.3,Sunny
2024-12-13,3,6.1,-2.1,Sunny
2024-12-14,3,4.6,-1.7,Sunny
2024-12-15,51,8.8,1.2,Rainy
2024-12-16,3,7.0,-0.3,Sunny
2024-12-17,3,14.5,4.3,Sunny
2024-12-18,3,10.4,2.4,Sunny
2024-12-19,3,10.5,0.4,Sunny
2024-12-20,3,9.2,0.1,Sunny
2024-12-21,53,6.0,3.1,Rainy
2024-12-22,51,5.1,0.3,Rainy
2024-12-23,3,5.6,-2.1,Sunny
2024-12-24,63,8.1,3.1,Rainy
2024-12-25,55,6.4,3.6,Rainy
2024-12-26,71,4.2,-0.5,Snowy
2024-12-27,73,1.8,-1.6,Snowy
2024-12-28,3,4.4,1.1,Sunny
2024-12-29,51,6.1,0.5,Rainy
2024-12-30,3,5.7,-0.7,Sunny
2024-12-31,3,6.6,-1.2,Sunny
